t,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,f1,f2,f3,f4,f5,f6,f7,f8,f9,Phi11,Phi12,Phi13,Phi14,Phi15,Phi21,Phi22,Phi23,Phi24,Phi25,Phi31,Phi32,Phi33,Phi34,Phi35,Phi41,Phi42,Phi43,Phi44,Phi45,Phi51,Phi52,Phi53,Phi54,Phi55,Phi61,Phi62,Phi63,Phi64,Phi65,Phi71,Phi72,Phi73,Phi74,Phi75,Phi81,Phi82,Phi83,Phi84,Phi85,Phi91,Phi92,Phi93,Phi94,Phi95
3063,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3065,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3067,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3069,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3071,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3073,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3075,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3077,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3079,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3081,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3083,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3085,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3087,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3089,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3091,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3093,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3095,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3097,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3099,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3101,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3103,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3105,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3107,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3109,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3111,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3113,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3115,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3117,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3119,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3121,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3123,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3125,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3127,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3129,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3131,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3133,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3135,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3137,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3139,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3141,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3143,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3145,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
