t,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,f1,f2,f3,f4,f5,f6,f7,f8,f9,Phi11,Phi12,Phi13,Phi14,Phi15,Phi21,Phi22,Phi23,Phi24,Phi25,Phi31,Phi32,Phi33,Phi34,Phi35,Phi41,Phi42,Phi43,Phi44,Phi45,Phi51,Phi52,Phi53,Phi54,Phi55,Phi61,Phi62,Phi63,Phi64,Phi65,Phi71,Phi72,Phi73,Phi74,Phi75,Phi81,Phi82,Phi83,Phi84,Phi85,Phi91,Phi92,Phi93,Phi94,Phi95
2979,1,1,1,1,1,0.80401,1,1,1,1,50.444,142.23,275.6,457.39,488.52,612.41,682.04,906.14,949.57,-0.54309,0.13409,0.43893,0.1342,-0.5484,-0.4397,0.46137,-0.00090331,-0.44923,0.42588,-0.31889,0.3681,-0.51142,0.38942,-0.33356,-0.22196,0.0065296,-0.0079332,-0.018371,0.21106,-0.000141,-0.00076767,0.00037627,0.00069478,0.00036264,-0.00066808,-0.00063506,-2.2928e-05,0.0026407,0.00094843,-0.11062,-0.36887,0.50768,-0.37138,-0.11577,0.0036497,0.018764,-0.0056984,-0.020803,-0.0026059,0.011445,0.50655,-0.014901,-0.4841,-0.012372
2981,1,1,1,1,1,0.80361,1,1,1,1,50.441,142.23,275.59,457.37,488.49,612.41,682.02,906.1,949.54,-0.54308,0.13408,0.43894,0.1342,-0.5484,-0.43971,0.46138,-0.00090515,-0.44922,0.42586,-0.31888,0.3681,-0.51143,0.38944,-0.33358,-0.22198,0.0065525,-0.0079532,-0.018383,0.21105,-0.00014212,-0.00076957,0.00037742,0.00069646,0.00036426,-0.00066854,-0.00063487,-2.284e-05,0.0026405,0.00094876,0.11062,0.36883,-0.50769,0.37137,0.11578,0.0036492,0.018755,-0.0056971,-0.020792,-0.0026061,-0.011453,-0.50657,0.014949,0.48408,0.012379
2983,1,1,1,1,1,0.80321,1,1,1,1,50.438,142.23,275.58,457.36,488.46,612.4,682.01,906.06,949.52,-0.54307,0.13406,0.43895,0.1342,-0.5484,-0.43973,0.46139,-0.00090699,-0.4492,0.42585,0.31887,-0.36809,0.51144,-0.38947,0.33361,-0.22199,0.0065754,-0.0079732,-0.018396,0.21104,0.00014325,0.00077148,-0.00037856,-0.00069815,-0.00036589,-0.00066899,-0.00063468,-2.2752e-05,0.0026402,0.00094909,-0.11062,-0.36879,0.50769,-0.37137,-0.11579,-0.0036488,-0.018747,0.0056959,0.020782,0.0026063,0.011462,0.50659,-0.014997,-0.48405,-0.012387
2985,1,1,1,1,1,0.80281,1,1,1,1,50.434,142.23,275.57,457.35,488.43,612.4,681.99,906.02,949.49,-0.54306,0.13405,0.43897,0.1342,-0.5484,-0.43974,0.4614,-0.00090883,-0.44919,0.42583,-0.31885,0.36808,-0.51145,0.38949,-0.33363,0.22201,-0.0065984,0.0079932,0.018409,-0.21104,0.00014439,0.00077338,-0.00037971,-0.00069983,-0.00036752,0.00066944,0.00063449,2.2663e-05,-0.00264,-0.00094943,-0.11062,-0.36875,0.5077,-0.37137,-0.1158,0.0036483,0.018738,-0.0056946,-0.020771,-0.0026065,-0.011471,-0.50661,0.015045,0.48402,0.012394
2987,1,1,1,1,1,0.8024,1,1,1,1,50.431,142.23,275.56,457.34,488.4,612.4,681.98,905.98,949.46,0.54304,-0.13403,-0.43898,-0.13419,0.5484,-0.43976,0.46141,-0.00091068,-0.44917,0.42581,0.31884,-0.36807,0.51146,-0.38952,0.33365,-0.22203,0.0066213,-0.0080133,-0.018422,0.21103,0.00014553,0.00077529,-0.00038086,-0.00070151,-0.00036916,-0.00066989,-0.0006343,-2.2575e-05,0.0026397,0.00094976,0.11062,0.36871,-0.50771,0.37137,0.11582,-0.0036478,-0.018729,0.0056933,0.02076,0.0026067,0.01148,0.50663,-0.015093,-0.484,-0.012401
2989,1,1,1,1,1,0.802,1,1,1,1,50.427,142.23,275.55,457.33,488.37,612.39,681.96,905.94,949.44,-0.54303,0.13402,0.43899,0.13419,-0.5484,-0.43977,0.46142,-0.00091252,-0.44916,0.42579,-0.31883,0.36806,-0.51147,0.38954,-0.33368,0.22204,-0.0066443,0.0080333,0.018435,-0.21102,0.00014668,0.0007772,-0.00038201,-0.0007032,-0.00037081,0.00067035,0.00063411,2.2485e-05,-0.0026395,-0.00095009,0.11062,0.36867,-0.50771,0.37136,0.11583,0.0036473,0.018721,-0.005692,-0.02075,-0.0026069,0.011489,0.50666,-0.015141,-0.48397,-0.012409
2991,1,1,1,1,1,0.8016,1,1,1,1,50.424,142.22,275.54,457.32,488.34,612.39,681.94,905.9,949.41,-0.54302,0.134,0.439,0.13419,-0.5484,0.43978,-0.46143,0.00091436,0.44915,-0.42577,0.31882,-0.36806,0.51148,-0.38957,0.3337,0.22206,-0.0066673,0.0080534,0.018448,-0.21101,0.00014784,0.00077911,-0.00038316,-0.00070488,-0.00037246,-0.0006708,-0.00063393,-2.2396e-05,0.0026392,0.00095043,-0.11061,-0.36862,0.50772,-0.37136,-0.11584,0.0036468,0.018712,-0.0056907,-0.020739,-0.0026071,0.011497,0.50668,-0.015189,-0.48394,-0.012416
2993,1,1,1,1,1,0.8012,1,1,1,1,50.42,142.22,275.53,457.31,488.31,612.38,681.93,905.86,949.38,-0.54301,0.13399,0.43901,0.13419,-0.5484,-0.4398,0.46143,-0.0009162,-0.44913,0.42575,0.31881,-0.36805,0.51148,-0.38959,0.33372,-0.22207,0.0066903,-0.0080735,-0.01846,0.211,0.000149,0.00078103,-0.00038432,-0.00070657,-0.00037411,-0.00067125,-0.00063374,-2.2306e-05,0.002639,0.00095076,-0.11061,-0.36858,0.50773,-0.37136,-0.11585,-0.0036463,-0.018703,0.0056893,0.020728,0.0026073,0.011506,0.5067,-0.015238,-0.48392,-0.012424
2995,1,1,1,1,1,0.8008,1,1,1,1,50.417,142.22,275.52,457.3,488.29,612.38,681.91,905.83,949.36,-0.543,0.13397,0.43903,0.13419,-0.54841,-0.43981,0.46144,-0.00091804,-0.44912,0.42573,0.3188,-0.36804,0.51149,-0.38962,0.33375,0.22209,-0.0067133,0.0080936,0.018473,-0.21099,0.00015016,0.00078294,-0.00038548,-0.00070826,-0.00037577,0.00067171,0.00063355,2.2216e-05,-0.0026387,-0.00095109,0.11061,0.36854,-0.50773,0.37135,0.11587,-0.0036458,-0.018695,0.005688,0.020718,0.0026075,0.011515,0.50672,-0.015286,-0.48389,-0.012431
2997,1,1,1,1,1,0.8004,1,1,1,1,50.413,142.22,275.51,457.29,488.26,612.37,681.9,905.79,949.33,-0.54298,0.13396,0.43904,0.13419,-0.54841,-0.43983,0.46145,-0.00091989,-0.4491,0.42571,0.31879,-0.36803,0.5115,-0.38964,0.33377,-0.2221,0.0067363,-0.0081137,-0.018486,0.21098,-0.00015133,-0.00078485,0.00038663,0.00070994,0.00037744,0.00067216,0.00063336,2.2126e-05,-0.0026385,-0.00095143,0.11061,0.3685,-0.50774,0.37135,0.11588,-0.0036453,-0.018686,0.0056867,0.020707,0.0026077,0.011524,0.50674,-0.015334,-0.48386,-0.012439
2999,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3001,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3003,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3005,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3007,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3009,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3011,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3013,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3015,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3017,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3019,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3021,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3023,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3025,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3027,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3029,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3031,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3033,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3035,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3037,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3039,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3041,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3043,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3045,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3047,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3049,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3051,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3053,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3055,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3057,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3059,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
3061,1,1,1,1,1,0.8,1,1,1,1,50.41,142.22,275.5,457.28,488.23,612.37,681.88,905.75,949.3,-0.54297,0.13394,0.43905,0.13418,-0.54841,-0.43984,0.46146,-0.00092173,-0.44909,0.4257,-0.31878,0.36802,-0.51151,0.38967,-0.33379,0.22212,-0.0067593,0.0081338,0.018499,-0.21097,0.00015251,0.00078677,-0.0003878,-0.00071163,-0.00037911,-0.00067262,-0.00063317,-2.2036e-05,0.0026382,0.00095176,0.11061,0.36846,-0.50775,0.37135,0.11589,-0.0036448,-0.018677,0.0056854,0.020696,0.0026079,-0.011533,-0.50676,0.015382,0.48384,0.012446
